,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
CHD72,1.0330991541856e-88,0.347987293866562,0.668,0.443,4.62167237616471e-84,8,CHD7
NRM1,2.44270970758083e-88,0.295937494286287,0.346,0.17,1.09277061478336e-83,8,NRM
CEP41,1.01463899854303e-87,0.285919843285891,0.322,0.154,4.53908902388209e-83,8,CEP41
ARID3A1,1.11232808516707e-87,0.2945934923248,0.345,0.17,4.9761109218034e-83,8,ARID3A
MED282,4.82137674465582e-87,0.397238249007297,0.665,0.461,2.15689110048923e-82,8,MED28
NRIP1,1.00800195492412e-86,0.257846342902607,0.358,0.174,4.50939754554855e-82,8,NRIP1
CD1641,1.69347268045379e-86,0.314157938669497,0.488,0.284,7.57591938327807e-82,8,CD164
ADH52,1.90667362970115e-86,0.3625872885049,0.804,0.598,8.52969514983108e-82,8,ADH5
CNOT10,6.2269290932153e-86,0.278897994903787,0.314,0.15,2.7856789991408e-81,8,CNOT10
ASF1B1,6.89480749054109e-86,0.251246760195798,0.255,0.11,3.08446107896846e-81,8,ASF1B
ATP5O,1.30099131157735e-85,0.336267390203547,0.974,0.888,5.82011473147242e-81,8,ATP5O
TCF12,2.43994372106895e-85,0.356895253642387,0.432,0.241,1.09153322305741e-80,8,TCF12
IMMP1L,3.31889579262764e-85,0.350446495331015,0.605,0.398,1.4847412217899e-80,8,IMMP1L
PROSC,6.65747798851809e-85,0.263610092012376,0.313,0.15,2.97828935294345e-80,8,PROSC
CENPF2,9.50355787188006e-85,0.657972449489503,0.517,0.324,4.25151164956426e-80,8,CENPF
PPT12,1.40759448997975e-84,0.353545122648332,0.606,0.396,6.29701471037339e-80,8,PPT1
EIF3M1,8.60140526917445e-84,0.348219403506781,0.886,0.743,3.84792466121788e-79,8,EIF3M
DCTD2,9.07000224100435e-84,0.31693342382059,0.474,0.279,4.05755620253571e-79,8,DCTD
CD471,1.06173310453083e-83,0.33425926622878,0.501,0.299,4.74976921642912e-79,8,CD47
BIRC53,2.25205492559196e-83,0.595603362077516,0.461,0.273,1.00747929151282e-78,8,BIRC5
XRCC62,4.66855006682341e-83,0.3484968348907,0.902,0.785,2.08852255789412e-78,8,XRCC6
TMEM972,4.74465471891598e-83,0.394178797423759,0.763,0.564,2.12256873505425e-78,8,TMEM97
FUS1,6.81050109650839e-83,0.336988041253472,0.964,0.895,3.04674577053399e-78,8,FUS
CHMP3,6.88160024359331e-83,0.306626329089388,0.495,0.293,3.0785526849739e-78,8,CHMP3
RFC42,6.9651195227132e-83,0.378240970821277,0.506,0.311,3.11591586968098e-78,8,RFC4
PCCA,6.99390263827324e-83,0.251351900537245,0.291,0.136,3.12879228425792e-78,8,PCCA
RPIA,7.33997820181076e-83,0.264536362808849,0.366,0.19,3.28361264836206e-78,8,RPIA
HIBCH1,1.58657452426313e-82,0.322158158303436,0.483,0.289,7.09769979174354e-78,8,HIBCH
SMARCE1,2.25771102198138e-82,0.358188566950604,0.795,0.625,1.01000960279359e-77,8,SMARCE1
ALDH6A11,4.38765463769387e-82,0.291247086183168,0.406,0.22,1.96286117871873e-77,8,ALDH6A1
SLC25A24,6.48102507102501e-82,0.258917202791383,0.299,0.142,2.89935137577375e-77,8,SLC25A24
TMEM2612,8.3843142002577e-82,0.348165542777622,0.468,0.27,3.75080680062729e-77,8,TMEM261
ILF21,1.75734000099388e-81,0.357831709759081,0.909,0.785,7.86163622844623e-77,8,ILF2
BAZ1A2,1.79863713455692e-81,0.314169484882509,0.61,0.382,8.04638308515385e-77,8,BAZ1A
NUF21,2.48485126790748e-81,0.338983268647764,0.31,0.15,1.11162306321109e-76,8,NUF2
UACA2,4.24376811803248e-81,0.271910050253446,0.26,0.117,1.89849210528301e-76,8,UACA
CENPU3,4.73379264458049e-81,0.339203153495546,0.456,0.256,2.11770947747953e-76,8,CENPU
GDI21,6.52165450495127e-81,0.333168257309645,0.929,0.802,2.917527359335e-76,8,GDI2
HMGB11,2.29999279152746e-80,0.351059683138582,0.999,0.99,1.02892477521773e-75,8,HMGB1
SRSF92,4.30530748507864e-80,0.362809194415026,0.902,0.825,1.92602235652478e-75,8,SRSF9
TIA1,4.58351303060987e-80,0.355152275210002,0.542,0.347,2.05048038937363e-75,8,TIA1
ARL6IP62,8.66638033152164e-80,0.341490107244354,0.567,0.364,3.87699190510952e-75,8,ARL6IP6
UFC11,9.41381593663513e-80,0.355890721600824,0.805,0.627,4.21136469741309e-75,8,UFC1
H2AFZ3,9.8513229786678e-80,0.404665985782983,0.983,0.962,4.40708784773683e-75,8,H2AFZ
HAT12,1.41096296573403e-79,0.31321645446252,0.544,0.339,6.31208392350777e-75,8,HAT1
SNRPB4,5.40707195652554e-79,0.368151259921554,0.877,0.721,2.41890771047126e-74,8,SNRPB
C19orf482,1.27219400454346e-78,0.330738386679042,0.463,0.27,5.69128709872563e-74,8,C19orf48
FSTL13,1.36103185983277e-78,0.311871099690495,0.433,0.243,6.08871212814787e-74,8,FSTL1
HSD17B101,1.80084501564729e-78,0.350444984352632,0.68,0.471,8.05626026199973e-74,8,HSD17B10
MND12,2.38595189899281e-78,0.262015145976732,0.316,0.157,1.06737944153343e-73,8,MND1
PDCD43,5.4751324002257e-78,0.285940173865472,0.421,0.233,2.44935523056497e-73,8,PDCD4
EXOSC82,7.74183729908045e-78,0.374937466446722,0.658,0.47,3.46338833411663e-73,8,EXOSC8
CPSF3,8.75918646583865e-78,0.301546643026179,0.472,0.28,3.91850965735758e-73,8,CPSF3
CENPM2,2.12106527372723e-77,0.311435613687149,0.352,0.184,9.48879760854614e-73,8,CENPM
TMBIM4,6.19513158665307e-77,0.303891218172757,0.421,0.24,2.77145406660512e-72,8,TMBIM4
TOP2A3,7.39737672908895e-77,0.600424792974553,0.421,0.244,3.30929045352523e-72,8,TOP2A
SMC23,8.07442359024411e-77,0.358690570507711,0.505,0.312,3.6121741373316e-72,8,SMC2
MCM61,1.33315017546284e-76,0.32503558524979,0.375,0.205,5.96398062495055e-72,8,MCM6
SLF11,4.16291776811785e-76,0.318055735576908,0.496,0.3,1.8623228927452e-71,8,SLF1
PNRC22,5.30271462399136e-76,0.355908022643361,0.581,0.387,2.37222241418877e-71,8,PNRC2
DHFR3,6.90675830625175e-76,0.328768511256183,0.395,0.221,3.08980739588478e-71,8,DHFR
RPS4X2,1.59438269797201e-75,0.309888437208174,1,0.999,7.13263043764756e-71,8,RPS4X
PXMP22,1.89844849750637e-75,0.290284910658353,0.465,0.272,8.49289919844448e-71,8,PXMP2
C14orf1662,3.38249023974329e-75,0.323606239987502,0.954,0.839,1.51319083365156e-70,8,C14orf166
MIS18A3,3.46195323617523e-75,0.299469752246478,0.463,0.274,1.54873939973535e-70,8,MIS18A
C4orf32,5.53372369757011e-75,0.357646746883225,0.847,0.677,2.47556663334496e-70,8,C4orf3
MGME11,9.62754675161145e-75,0.294556708526195,0.361,0.198,4.3069793148009e-70,8,MGME1
CTNNBIP12,1.45847534188786e-74,0.315984538061893,0.536,0.341,6.52463528946954e-70,8,CTNNBIP1
OXA1L1,2.24768010150775e-74,0.37095775199237,0.64,0.444,1.00552217021051e-69,8,OXA1L
UBE2C3,5.25211731965092e-74,0.731221018845583,0.464,0.277,2.34958720411904e-69,8,UBE2C
CAPN21,6.39661115556473e-74,0.29002820676616,0.44,0.256,2.86158796655344e-69,8,CAPN2
CBX52,3.62250228389081e-73,0.361011835200338,0.8,0.662,1.62056262172139e-68,8,CBX5
MESDC22,6.4201074425182e-73,0.307893724240592,0.449,0.26,2.87209926548494e-68,8,MESDC2
UBAC2,8.16210976822878e-73,0.297005131694638,0.437,0.259,3.65140142591483e-68,8,UBAC2
CENPK3,9.3517861553722e-73,0.294244169273186,0.402,0.227,4.18361505446731e-68,8,CENPK
PPIL11,9.7711145374846e-73,0.336966984697791,0.617,0.421,4.37120579948911e-68,8,PPIL1
AKR1B1,1.13655105734577e-72,0.360603076629048,0.757,0.588,5.08447481014203e-68,8,AKR1B1
FUCA21,1.32290800455774e-72,0.263814847329432,0.324,0.17,5.91816124918952e-68,8,FUCA2
NDC801,1.61314170847113e-72,0.289774610159168,0.258,0.121,7.21655074701646e-68,8,NDC80
MAP3K7,1.92443243038709e-72,0.293880826960669,0.41,0.237,8.60914092057966e-68,8,MAP3K7
HSPA52,2.68999179612932e-72,0.343177319546283,0.853,0.699,1.20339472991641e-67,8,HSPA5
MKI671,5.57066936133676e-72,0.403175403529775,0.348,0.188,2.49209464548761e-67,8,MKI67
BLMH,1.01429137168575e-71,0.313438909359064,0.465,0.286,4.53753388037336e-67,8,BLMH
CXXC51,5.56078612999536e-71,0.324401304202807,0.582,0.391,2.48767328311473e-66,8,CXXC5
SERBP12,1.64891436646225e-70,0.292515040935492,0.975,0.901,7.37658330980554e-66,8,SERBP1
CDCA43,2.92467774702853e-70,0.294316599519463,0.369,0.206,1.30838383691068e-65,8,CDCA4
RPA33,3.25760743863622e-70,0.36423617696147,0.634,0.44,1.4573232637483e-65,8,RPA3
BDH21,6.4475725608635e-70,0.256283030588849,0.404,0.228,2.88438606082789e-65,8,BDH2
ECI12,6.64692433718512e-70,0.259695589477869,0.415,0.237,2.97356807148313e-65,8,ECI1
NDUFB5,7.97464921304415e-70,0.336079867253814,0.781,0.613,3.56753907194743e-65,8,NDUFB5
SAE13,1.13822759368015e-69,0.355792845235191,0.675,0.499,5.09197496308751e-65,8,SAE1
PRPF19,2.35839435241763e-69,0.274272822786166,0.407,0.236,1.05505129749755e-64,8,PRPF19
CDCA81,2.37928425624432e-69,0.366706466831438,0.271,0.134,1.06439660487346e-64,8,CDCA8
PSAT14,4.99635277226281e-69,0.343613068351411,0.638,0.406,2.23516837619949e-64,8,PSAT1
TGIF14,6.34277149118554e-69,0.26212496095929,0.52,0.31,2.83750225429676e-64,8,TGIF1
MCM42,6.92478179010492e-69,0.336764389071257,0.367,0.209,3.09787038162134e-64,8,MCM4
MRPS27,8.6215808134047e-69,0.310331095834904,0.507,0.33,3.85695039268473e-64,8,MRPS27
ANAPC161,1.35707870934592e-68,0.349443881255289,0.779,0.611,6.07102731412993e-64,8,ANAPC16
XRCC1,3.81597453352531e-68,0.253794711107961,0.378,0.209,1.70711436731788e-63,8,XRCC1
CDK11,5.55950743936062e-68,0.365144288698035,0.383,0.221,2.48710124807237e-63,8,CDK1
SMC1A1,2.34624441904689e-67,0.344225501643361,0.568,0.387,1.04961590330482e-62,8,SMC1A
ACADVL2,2.35294190153201e-67,0.305972237910856,0.476,0.299,1.05261208906936e-62,8,ACADVL
FBL3,3.96874049119512e-67,0.308175666233609,0.864,0.676,1.77545574614105e-62,8,FBL
GTSE11,4.20234888583791e-67,0.271364832930218,0.28,0.139,1.87996279756845e-62,8,GTSE1
MSN,5.62983837707911e-67,0.263523410698858,0.419,0.245,2.51856449637011e-62,8,MSN
SAR1A1,8.95132397671131e-67,0.30658164843198,0.638,0.445,4.00446429422157e-62,8,SAR1A
XRN22,1.42630840918563e-66,0.336776747320952,0.818,0.671,6.38073329933284e-62,8,XRN2
PARP14,1.56991809976827e-66,0.341796858833453,0.875,0.76,7.02318561112334e-62,8,PARP1
GNPDA13,1.84292177106034e-66,0.301540234946546,0.497,0.316,8.24449483501553e-62,8,GNPDA1
MRPL45,1.84804306442749e-66,0.3015433111684,0.495,0.316,8.26740545302284e-62,8,MRPL45
RPA13,2.08756263177431e-66,0.287727444321438,0.521,0.335,9.33892018950554e-62,8,RPA1
SH3BGRL4,2.1435414056263e-66,0.286201371176819,0.785,0.588,9.58934683220983e-62,8,SH3BGRL
PNISR,2.57111892964976e-66,0.279136038691203,0.966,0.893,1.15021576436811e-61,8,PNISR
ARL6IP42,2.86457109973564e-66,0.336511394633812,0.811,0.647,1.28149452717774e-61,8,ARL6IP4
HNRNPF2,3.86346602330597e-66,0.35320037171063,0.808,0.669,1.72836016018616e-61,8,HNRNPF
FADS11,4.00173353252826e-66,0.371628786379255,0.728,0.574,1.79021551311184e-61,8,FADS1
RBMS12,1.01570646795552e-65,0.293185567311762,0.298,0.155,4.54386445504583e-61,8,RBMS1
NUSAP12,1.10757039987394e-65,0.381000322888663,0.416,0.25,4.95482694087604e-61,8,NUSAP1
HAUS12,1.92580125890136e-65,0.339413519347719,0.661,0.48,8.61526451182111e-61,8,HAUS1
ATIC2,2.36897890323668e-65,0.29530315542752,0.505,0.321,1.05978640215196e-60,8,ATIC
EZH21,2.58713370722757e-65,0.279348273070364,0.539,0.347,1.15738013526533e-60,8,EZH2
TPR1,6.83210427894025e-65,0.318807724483662,0.813,0.663,3.05641017022671e-60,8,TPR
SEP151,1.08739550482041e-64,0.30094908820755,0.5,0.311,4.86457253036457e-60,8,SEP15
PRC11,4.36989823229527e-64,0.262884111590602,0.326,0.174,1.95491767319961e-59,8,PRC1
LBR1,4.98407229209311e-64,0.334780561484146,0.524,0.354,2.22967458059077e-59,8,LBR
SSR32,1.31432933521333e-63,0.294619874219844,0.734,0.525,5.87978371401037e-59,8,SSR3
CNBP1,1.31612163738735e-63,0.274371680131511,0.943,0.86,5.88780175701603e-59,8,CNBP
ASPM1,1.65095400243252e-63,0.337782389999418,0.306,0.162,7.38570782528212e-59,8,ASPM
HMGN52,1.68918959496122e-63,0.269322291504989,0.388,0.225,7.55675857201851e-59,8,HMGN5
EBPL2,1.72614274207816e-63,0.267845167519933,0.584,0.373,7.72207217096085e-59,8,EBPL
SRSF72,1.73456506229135e-63,0.315322257889703,0.916,0.823,7.75975026266656e-59,8,SRSF7
AURKB3,3.62489817518077e-63,0.45526575555134,0.328,0.184,1.62163444764887e-58,8,AURKB
DCXR2,4.75625516583991e-63,0.268259114898648,0.604,0.41,2.12775831099014e-58,8,DCXR
RRM22,5.28933706385424e-63,0.368088010823128,0.347,0.194,2.36623782888583e-58,8,RRM2
ARGLU11,5.33258139656359e-63,0.308880506596005,0.884,0.771,2.38558361356669e-58,8,ARGLU1
HNRNPH11,6.20054305415453e-63,0.355397446365435,0.821,0.681,2.77387494070657e-58,8,HNRNPH1
LIG1,6.52615942630116e-63,0.263536214991353,0.349,0.197,2.91954268095009e-58,8,LIG1
HNRNPA1L22,8.24035136284975e-63,0.384658698555154,0.66,0.479,3.68640358568447e-58,8,HNRNPA1L2
CCNB13,8.50660621235387e-63,0.627202885649903,0.382,0.227,3.80551535515863e-58,8,CCNB1
SRSF112,1.62718039158355e-62,0.304769108503631,0.904,0.798,7.27935419978815e-58,8,SRSF11
BSG3,4.02607210855866e-62,0.289958327050144,0.906,0.772,1.8011036184848e-57,8,BSG
TK13,5.22419998672864e-62,0.306708985161272,0.318,0.172,2.33709810606292e-57,8,TK1
C4orf271,5.51823477199373e-62,0.316145467227307,0.477,0.302,2.46863750759911e-57,8,C4orf27
TRIP62,6.33663563752494e-62,0.25411315303518,0.344,0.19,2.83475731880316e-57,8,TRIP6
G3BP11,1.42872957467818e-61,0.296180272202668,0.702,0.511,6.3915646252803e-57,8,G3BP1
ELAVL12,1.88874262269189e-61,0.308587384375107,0.713,0.547,8.44947899687444e-57,8,ELAVL1
MAGOH1,7.08149519588311e-61,0.298157514036181,0.689,0.502,3.16797769083027e-56,8,MAGOH
WASF22,1.21260301842022e-60,0.305059594565812,0.515,0.337,5.42470086320471e-56,8,WASF2
MT-CO11,1.3416647945475e-60,0.553726535179602,0.965,0.946,6.00207162488771e-56,8,MT-CO1
GLTSCR22,2.42044933990215e-60,0.42556110737592,0.621,0.46,1.08281221669862e-55,8,GLTSCR2
SNRPG2,6.3184988717752e-60,0.303629448986245,0.91,0.822,2.82664365527735e-55,8,SNRPG
POLR2G2,1.26753565992171e-59,0.279864979567059,0.792,0.637,5.67044752822578e-55,8,POLR2G
ADD32,3.04107581000512e-59,0.299797707629806,0.419,0.257,1.36045567436389e-54,8,ADD3
CKS1B3,3.80167046661197e-59,0.374743779082631,0.652,0.457,1.70071529994353e-54,8,CKS1B
FH,7.83196626338498e-59,0.267620224709758,0.507,0.334,3.5037084275879e-54,8,FH
NCAPG1,1.35216970623176e-58,0.262399593378671,0.28,0.147,6.0490663977984e-54,8,NCAPG
DDOST1,2.96358548408285e-58,0.29708682691792,0.511,0.343,1.3257896021593e-53,8,DDOST
UBE2T1,2.29445564860127e-57,0.32385577281695,0.471,0.312,1.02644767895826e-52,8,UBE2T
PFKM1,4.694927238622e-57,0.284473939691045,0.604,0.419,2.10032264946994e-52,8,PFKM
CDK5RAP3,1.13248022658391e-56,0.266809921373855,0.573,0.392,5.0662635416458e-52,8,CDK5RAP3
MAPK1IP1L,1.27234428272616e-56,0.298930433637391,0.647,0.487,5.69195938320373e-52,8,MAPK1IP1L
SNX17,2.25874569544697e-56,0.253210212230984,0.486,0.319,1.01047247431515e-51,8,SNX17
FNTA1,2.59136628780265e-56,0.276781223796155,0.604,0.432,1.15927362251139e-51,8,FNTA
TFG1,2.76626723794679e-56,0.285499052701171,0.683,0.518,1.23751731156788e-51,8,TFG
UGDH2,3.37572023275835e-56,0.252250454494064,0.429,0.267,1.51016220332678e-51,8,UGDH
ECI22,3.39056812351e-56,0.26138732885764,0.557,0.371,1.51680455573343e-51,8,ECI2
PPP1CA2,5.72986939497877e-56,0.298756141529156,0.7,0.527,2.5633143725377e-51,8,PPP1CA
TSPAN32,6.88959632058219e-56,0.271454247561104,0.795,0.621,3.08212980997565e-51,8,TSPAN3
CKAP21,9.52154313082736e-56,0.282503783710801,0.409,0.255,4.25955753500693e-51,8,CKAP2
IPO52,1.25231128989173e-55,0.299572592658598,0.633,0.458,5.60233978645965e-51,8,IPO5
NSMCE4A2,4.43658381868497e-55,0.279636943283043,0.513,0.35,1.98475013712691e-50,8,NSMCE4A
RSL1D12,1.13689453628791e-54,0.320890413724711,0.827,0.699,5.08601139753758e-50,8,RSL1D1
SPCS21,1.77886606635396e-54,0.299946026164404,0.844,0.736,7.95793523444109e-50,8,SPCS2
FAM103A1,4.36342419596137e-54,0.287794732069113,0.497,0.338,1.95202144830528e-49,8,FAM103A1
CRTAP,5.78102290686527e-54,0.276571650906425,0.358,0.216,2.58619840761525e-49,8,CRTAP
ERGIC1,1.03647424273308e-53,0.258003872786345,0.436,0.281,4.63677117229069e-49,8,ERGIC1
RAD51AP13,1.33912906919566e-53,0.263418776564691,0.316,0.18,5.99072780395372e-49,8,RAD51AP1
NUTF2,1.48741748451473e-53,0.270014594697237,0.551,0.383,6.65411085872512e-49,8,NUTF2
SNRPF3,2.97536523325528e-53,0.263980185511013,0.926,0.816,1.33105939074908e-48,8,SNRPF
CCNB1IP12,3.52863105368615e-53,0.316147539890076,0.589,0.416,1.57856838817704e-48,8,CCNB1IP1
RPL23A1,4.15359489079979e-53,0.321798979255909,1,0.995,1.8581522103482e-48,8,RPL23A
C11orf312,1.04607999316984e-52,0.34391262188422,0.6,0.423,4.67974345744458e-48,8,C11orf31
TARDBP1,1.79760714478297e-52,0.28696505874141,0.593,0.437,8.04177532290111e-48,8,TARDBP
KIF221,4.15578055123707e-52,0.296868932596318,0.394,0.248,1.85912998740141e-47,8,KIF22
SNHG7,7.22705323918895e-52,0.308298923818475,0.681,0.53,3.23309453708357e-47,8,SNHG7
KIAA01013,7.3018881042532e-52,0.395898910558119,0.384,0.225,3.26657266231871e-47,8,KIAA0101
AKAP122,8.00983809804785e-52,0.46576884220607,0.554,0.407,3.58328117154268e-47,8,AKAP12
FBXO7,1.29376873332891e-51,0.267365643582089,0.497,0.339,5.78780380542021e-47,8,FBXO7
ATP5F11,1.42011008639296e-51,0.371944385931481,0.68,0.562,6.35300448248753e-47,8,ATP5F1
CDC203,7.19025923577203e-51,0.507037830022756,0.322,0.19,3.21663437171497e-46,8,CDC20
COPZ11,1.1458338325498e-49,0.260927316246442,0.797,0.635,5.12600223329478e-45,8,COPZ1
TMBIM63,1.90001101654141e-49,0.256890139893321,0.875,0.781,8.49988928359964e-45,8,TMBIM6
LTA4H2,2.74679583137691e-49,0.253978417683129,0.614,0.444,1.22880658312477e-44,8,LTA4H
BAZ2B3,3.60769905471609e-49,0.282281040813493,0.652,0.489,1.61394024911779e-44,8,BAZ2B
DUT3,6.77695023854475e-49,0.35167571065837,0.781,0.641,3.03173645871538e-44,8,DUT
CLSPN3,7.24566488554313e-49,0.3098420930054,0.389,0.249,3.24142064319657e-44,8,CLSPN
LSM43,1.88644058070128e-48,0.254451368765492,0.9,0.768,8.43918058182525e-44,8,LSM4
DARS4,3.11342442311334e-48,0.262560045078382,0.64,0.466,1.39282154992398e-43,8,DARS
PDIA42,4.19227984696078e-48,0.2725488537887,0.528,0.373,1.87545831233638e-43,8,PDIA4
TXNDC123,6.05430448802758e-48,0.257419361045486,0.584,0.422,2.70845365576402e-43,8,TXNDC12
IDH22,6.59166455621387e-48,0.300207400064758,0.697,0.546,2.94884705586784e-43,8,IDH2
COTL12,8.50115181291328e-48,0.271248944153312,0.747,0.599,3.80307527502488e-43,8,COTL1
EIF3F2,9.14551391638918e-48,0.264263215968907,0.983,0.942,4.09133710563587e-43,8,EIF3F
PTTG13,1.39627270218038e-47,0.540743793108444,0.576,0.41,6.24636556047415e-43,8,PTTG1
UBB2,1.43452311767902e-47,0.309397945697085,0.986,0.951,6.41748261924887e-43,8,UBB
IFT221,4.03600130474711e-47,0.251183604673408,0.51,0.356,1.80554554369167e-42,8,IFT22
ECHS11,2.43669933568277e-46,0.282801592187521,0.6,0.455,1.09008181481104e-41,8,ECHS1
PNN,2.93685102159643e-46,0.252517047888158,0.865,0.737,1.31382967302138e-41,8,PNN
CHD41,4.19448330974559e-46,0.262184434549303,0.742,0.584,1.87644405344779e-41,8,CHD4
DNPH12,6.33875621569762e-46,0.250713772808846,0.629,0.462,2.83570598065449e-41,8,DNPH1
NPM32,8.42849039479498e-46,0.278076071204075,0.701,0.524,3.77056946301548e-41,8,NPM3
MRPL112,8.6784533699532e-46,0.256832728120884,0.688,0.503,3.88239289958226e-41,8,MRPL11
TECR2,9.11742440417921e-46,0.259256281109628,0.73,0.588,4.07877098145361e-41,8,TECR
RBM8A3,2.19310697052478e-45,0.250942307941914,0.854,0.736,9.81108334333967e-41,8,RBM8A
SLC25A62,7.00232088448747e-45,0.343911782183282,0.655,0.513,3.13255827088432e-40,8,SLC25A6
HIGD2A,1.35020843581292e-43,0.283157146839424,0.699,0.557,6.0402924584527e-39,8,HIGD2A
MYH102,1.61923566234432e-43,0.276672503730463,0.697,0.549,7.24381265906354e-39,8,MYH10
SRP91,2.16252449593761e-43,0.362749410594561,0.79,0.754,9.6742695850265e-39,8,SRP9
SNRPD33,2.59833156128892e-43,0.257676229426659,0.784,0.633,1.16238960725821e-38,8,SNRPD3
MT-CO31,2.77057744110348e-43,0.454125616308663,0.926,0.911,1.23944552405205e-38,8,MT-CO3
NUDT4,3.40036214196259e-43,0.303934547996675,0.478,0.338,1.52118600782838e-38,8,NUDT4
SDHC,5.45378119798579e-43,0.260138699565098,0.759,0.625,2.43980355673092e-38,8,SDHC
DTYMK2,8.8046311918256e-43,0.257059585555946,0.506,0.358,3.9388398099751e-38,8,DTYMK
CHAF1A3,3.11899600835307e-42,0.255292752825524,0.411,0.269,1.39531405429683e-37,8,CHAF1A
FKBP32,2.44491031307852e-41,0.256472384191103,0.859,0.747,1.09375507765881e-36,8,FKBP3
H2AFX2,9.68078640161944e-40,0.341016451545225,0.486,0.359,4.33079660462847e-35,8,H2AFX
CCNA22,2.24627670185321e-39,0.28262651636936,0.305,0.191,1.00489434534105e-34,8,CCNA2
TPX23,6.34077649586665e-39,0.329994220642909,0.331,0.213,2.83660977319091e-34,8,TPX2
HEBP12,9.28853905777343e-38,0.267309142289592,0.464,0.33,4.15532083288552e-33,8,HEBP1
PLEKHA11,1.17375095982899e-37,0.407089340166983,0.457,0.337,5.25089229389097e-33,8,PLEKHA1
UNG2,3.90592322084475e-37,0.277440716374592,0.424,0.294,1.74735381207711e-32,8,UNG
KIF20B2,6.93137355475519e-36,0.263190816193185,0.414,0.285,3.10081927345528e-31,8,KIF20B
KPNA23,1.27794131612929e-30,0.405989856728179,0.707,0.594,5.71699827183599e-26,8,KPNA2
DLGAP53,4.25914038972643e-30,0.264201925481713,0.25,0.155,1.90536904474801e-25,8,DLGAP5
APLP21,2.00218545774335e-29,0.263398387278245,0.683,0.595,8.95697686376067e-25,8,APLP2
CENPW4,2.97181964244562e-25,0.291199743161508,0.431,0.324,1.32947323524447e-20,8,CENPW
SEPT61,9.85914532532342e-24,0.371464830056065,0.504,0.397,4.41058725273668e-19,8,SEPT6
MT-ND42,1.92868338976324e-23,0.279890417870071,0.86,0.858,8.62815801244485e-19,8,MT-ND4
GPC32,4.2256163105339e-21,0.303559958816727,0.321,0.23,1.89037171268045e-16,8,GPC3
CDKN32,3.91675148341194e-16,0.267116262110743,0.294,0.222,1.75219794361916e-11,8,CDKN3
ARL4A3,1.03278483158097e-15,0.255448116670009,0.355,0.277,4.62026622256063e-11,8,ARL4A
TPM22,5.9941881227322e-15,0.460719986688296,0.268,0.207,2.68155999858548e-10,8,TPM2
COL3A1,0,5.38751255705899,0.837,0.03,0,9,COL3A1
COL1A1,0,5.16328024696333,0.92,0.051,0,9,COL1A1
COL1A2,0,4.78476625924656,0.947,0.077,0,9,COL1A2
MGP,0,4.47876902333678,0.716,0.016,0,9,MGP
LGALS1,0,4.33574902428961,0.922,0.137,0,9,LGALS1
IGF2,0,4.14303316667811,0.808,0.033,0,9,IGF2
TIMP12,0,4.05069580697497,0.975,0.36,0,9,TIMP1
LUM,0,3.39315086281638,0.795,0.032,0,9,LUM
DCN,0,3.27516984852236,0.792,0.028,0,9,DCN
SPARC3,0,3.25637673515001,0.994,0.389,0,9,SPARC
CYP1B11,0,2.8254566333409,0.712,0.036,0,9,CYP1B1
DLK11,0,2.82451172441062,0.532,0.148,0,9,DLK1
IFITM34,0,2.76692092001789,0.951,0.246,0,9,IFITM3
MFAP4,0,2.74215895308502,0.774,0.065,0,9,MFAP4
COL6A2,0,2.63394048269076,0.842,0.078,0,9,COL6A2
NHSL22,0,2.61861148421427,0.88,0.455,0,9,NHSL2
JUNB1,0,2.50911637974492,0.857,0.241,0,9,JUNB
OGN,0,2.47812051114986,0.66,0.003,0,9,OGN
S100A61,0,2.43945653323892,0.797,0.206,0,9,S100A6
IGFBP41,0,2.34186610877173,0.838,0.168,0,9,IGFBP4
IGFBP7,0,2.33997686439973,0.726,0.039,0,9,IGFBP7
ANXA23,0,2.27677832127432,0.891,0.158,0,9,ANXA2
SERPINH14,0,2.2526326419527,0.958,0.324,0,9,SERPINH1
S100A112,0,2.12577807955415,0.931,0.187,0,9,S100A11
BGN,0,2.06629155482191,0.653,0.008,0,9,BGN
B2M3,0,2.05824590382489,0.981,0.538,0,9,B2M
COL6A1,0,2.04623763562219,0.757,0.15,0,9,COL6A1
ITM2A1,0,1.99036237572264,0.532,0.063,0,9,ITM2A
EVA1B1,0,1.97688719390213,0.816,0.057,0,9,EVA1B
FN11,0,1.95286713566904,0.654,0.06,0,9,FN1
POSTN,0,1.87046287412501,0.566,0.01,0,9,POSTN
PLAC9,0,1.85620340097636,0.746,0.088,0,9,PLAC9
S100A102,0,1.8186129317574,0.763,0.181,0,9,S100A10
LMNA,0,1.80439166358143,0.865,0.208,0,9,LMNA
NUPR1,0,1.74478193096137,0.653,0.017,0,9,NUPR1
EMP33,0,1.74457656629976,0.881,0.186,0,9,EMP3
SERPINF13,0,1.69523470381033,0.676,0.132,0,9,SERPINF1
ZFP36,0,1.67885091258576,0.688,0.05,0,9,ZFP36
MMP2,0,1.65135595505183,0.718,0.064,0,9,MMP2
TGFBI,0,1.64354511352312,0.536,0.027,0,9,TGFBI
FBLN12,0,1.62812751723184,0.842,0.417,0,9,FBLN1
FOS1,0,1.61809831502496,0.789,0.326,0,9,FOS
